Unnamed: 0.1,Unnamed: 0,No,Date/Time,Date/time end,Altitude [m],Size fraction,Mass v [µg/m**3],Na+ [µg/m**3],[NH4]+ [µg/m**3],K+ [µg/m**3],Mg2+ [µg/m**3],Ca2+ [µg/m**3],Cl- [µg/m**3],[NO3]- [µg/m**3],[SO4]2- [µg/m**3],[C2O4]2- [µg/m**3],Br- [µg/m**3],C org [µg/m**3],EC [µg/m**3],TC [µg/m**3],Ca [ng/m**3],Ti [ng/m**3],V [ng/m**3],Cr [ng/m**3],Mn [ng/m**3],Fe [ng/m**3],Ni [ng/m**3],Cu [ng/m**3],Zn [ng/m**3],Pb [ng/m**3],As [ng/m**3],Se [ng/m**3],Sr [ng/m**3],Rb [ng/m**3],Ba [ng/m**3],La [ng/m**3],Ce [ng/m**3]
5085436,16561430,1096,2010-01-14 04:52:12,2010-06-28 02:33:50,42,3.5 - 10 µm,19.708,1.1181,0.0,0.1632,0.1632,0.52643,0.8276,0.2548,0.9938,0.0125,0.016,0.203,0.049,0.36,329.06,28.2838,0.7818,1.507,5.7896,610.8278,0.0072,0.388,1.057,0.4958,0.0186,0.0021,5.0209,0.0,10.595,0.0,0.575
4738428,6717217,1097,2012-02-20 11:58:00,2011-01-10 15:30:27,42,0.14 - 0.42 µm,0.009,1.0703,0.0234,0.0001,0.1022,0.6605,3.2032,0.1917,0.2977,0.0,0.0088,0.216,0.108,0.404,0.0,0.0,0.8268,0.8978,20.2995,346.0417,0.3857,0.029,2.845,1.915,0.2695,0.0675,12.6742,0.0,6.2324,3.4914,1.032
15950794,16738818,1093,2010-03-10 13:21:46,2011-04-03 15:56:34,42,0.42 - 1.2 µm,41.672,0.7621,0.004,0.0651,0.1406,0.19578,5.459,0.0895,0.5901,0.0101,0.01,0.259,0.049,0.307,116.24,0.0,0.0,0.8978,1.7831,112.7468,0.0072,0.01,0.724,0.0,0.0006,0.0431,0.0,0.7628,0.0,1.1738,1.032
14751366,2223909,1383,2011-07-12 03:15:40,2011-02-17 00:13:19,42,0.42 - 1.2 µm,25.314,1.3604,0.022,0.0546,0.2541,0.17313,0.0028,0.5275,0.3987,0.0333,0.0088,0.617,0.0,0.339,0.0,138.1036,2.7657,0.8978,15.5553,346.0417,0.0072,0.01,1.106,0.7903,0.0,0.1355,48.2753,0.7628,23.0667,11.8488,1.032
2659631,14637240,1154,2010-04-22 10:57:49,2011-03-04 11:10:48,42,0.42 - 1.2 µm,2.179,1.4075,0.0,0.0447,0.1178,0.03444,4.7771,0.3093,1.0735,0.0266,0.0,0.259,0.0,0.052,563.66,0.0,0.8268,0.6801,14.801,420.7626,0.0072,0.587,1.106,0.0,0.0,0.1101,0.0,0.0,6.2249,1.0082,0.0
9908123,15386630,1369,2011-07-13 17:55:51,2011-03-20 07:20:52,42,0.05 - 0.14 µm,21.566,1.8384,0.0423,0.0001,0.0,0.27255,0.5649,0.109,0.0551,0.0248,0.0105,0.0,0.0,0.0,329.06,0.0,0.0,1.2314,11.6367,817.6549,0.3857,0.388,2.016,0.634,0.0,0.1549,5.0209,0.6908,19.3344,0.0,1.032
8086847,8292816,829,2010-01-20 02:49:17,2011-01-29 18:26:43,42,0.05 - 0.14 µm,0.009,1.0219,0.0119,0.0546,0.0,0.02479,5.5741,0.0956,1.2979,0.0161,0.0,0.061,0.087,0.0,738.18,105.4014,0.0,2.426,16.4972,654.4836,0.3857,0.388,0.0,0.0,0.0,0.0,14.4284,0.0,0.0,0.925,0.917
13693505,6017517,1554,2012-02-20 11:58:00,2010-12-03 19:44:45,42,1.2 - 3.5 µm,17.358,0.0,0.0,0.0106,0.0141,0.39585,0.0028,0.1917,1.3419,0.0258,0.0076,0.0,0.0,0.079,1819.34,0.0,3.1371,5.3318,5.7896,1734.1426,0.5993,0.01,0.0,0.8768,0.2021,0.0,11.459,0.7628,6.2324,10.0756,0.0
9623268,5612004,1058,2010-04-11 05:03:24,2011-06-11 09:54:21,42,0.42 - 1.2 µm,6.435,1.1181,0.0085,0.0546,0.1406,0.04395,1.4028,0.4219,0.5901,0.0101,0.0033,0.0,0.018,0.0,246.18,0.0,1.3036,0.0,5.7896,681.5967,0.1184,0.284,0.0,0.5178,0.0494,0.0365,5.0209,0.0,6.2324,5.7496,1.848
2209473,9806471,1220,2010-01-11 16:30:47,2011-01-21 13:01:49,42,0.42 - 1.2 µm,0.598,1.9454,0.019,0.0589,0.0,0.00125,3.4966,0.1917,0.0,0.0043,0.0,0.253,0.029,0.057,329.06,0.0,0.8706,1.3773,0.0048,165.2113,0.0072,0.119,0.0,0.0,0.076,0.0,5.5953,0.2783,0.0,1.722,1.515
13917735,1183831,1220,2011-09-29 11:20:43,2011-02-23 10:44:27,42,0.14 - 0.42 µm,0.009,0.631,0.0281,0.0119,0.1406,0.5342,0.0625,0.1917,0.9704,0.0198,0.0,0.286,0.0,0.307,0.0,10.0587,0.0,0.9568,9.7372,346.0417,1.8101,1.566,1.48,0.0,0.0997,0.0431,0.0,4.3522,0.0,14.562,0.074
7160458,9308694,1196,2011-02-21 17:37:21,2011-01-18 21:53:48,42,1.2 - 3.5 µm,17.289,1.8633,0.0474,0.0025,0.0364,0.5242,1.0944,0.0006,1.3053,0.0,0.0042,0.343,0.035,0.518,915.18,0.0,2.4464,4.6973,5.7896,346.0417,0.5383,0.01,1.106,0.5178,0.0,0.0,5.0209,0.4047,0.0,1.722,1.032
15081331,2053206,1088,2010-02-05 10:48:43,2011-03-05 09:48:54,42,0.14 - 0.42 µm,21.949,1.7614,0.0258,0.0546,0.0647,0.1611,1.9377,0.0006,1.4353,0.0,0.0,0.12,0.001,0.108,1155.36,0.0,0.0,0.8978,13.0153,0.0,0.1546,0.257,1.296,0.0,0.0,0.0062,5.0209,0.0,6.2324,1.722,1.032
13362115,1677386,1220,2010-01-17 21:02:01,2010-11-11 03:56:52,42,3.5 - 10 µm,17.358,1.1181,0.0316,0.092,0.0,0.33411,1.1795,0.222,0.5901,0.0099,0.0042,0.259,0.0,0.099,329.06,0.0,0.2118,1.801,14.6947,346.0417,0.0072,0.416,0.982,0.0,0.0,0.0,0.0,0.0,7.6665,1.9079,0.0
352571,9034014,1285,2011-09-25 05:50:03,2010-04-13 21:38:46,42,0.05 - 0.14 µm,17.358,0.0,0.0,0.0204,0.2855,0.12693,3.3689,0.2107,0.5901,0.0418,0.0058,0.26,0.049,0.0,0.0,37.5967,0.0,0.8978,19.8402,346.0417,1.6007,0.01,0.0,1.0284,0.0,0.0431,10.6708,0.7628,0.0,1.6905,3.548
9544074,9594655,1247,2010-07-21 17:50:41,2010-06-06 06:16:38,42,1.2 - 3.5 µm,34.934,1.2786,0.0131,0.0484,0.1406,0.25086,4.5029,0.1946,1.1457,0.0161,0.0235,0.457,0.043,0.475,329.06,16.0124,0.8268,0.8401,2.0898,108.6303,0.3857,0.388,0.0,0.0,0.076,0.0431,0.0,0.0,6.2324,0.0,0.778
10523153,350145,1026,2010-01-20 12:55:29,2010-08-10 03:38:40,42,3.5 - 10 µm,21.731,0.7891,0.0175,0.0546,0.3256,0.43047,1.9377,0.1485,0.4493,0.0016,0.0,0.0,0.049,0.0,0.0,0.0,0.8268,0.9301,4.0861,346.0417,0.4467,0.01,0.0,0.0,0.0311,0.003,0.0,0.7628,7.7266,4.1355,1.032
3896708,3668683,1467,2012-01-23 13:11:07,2011-07-14 14:39:33,42,0.14 - 0.42 µm,39.246,2.3737,0.0651,0.0546,0.0,0.00125,0.5165,0.1917,0.1328,0.0101,0.0145,0.528,0.049,0.0,0.0,157.7303,0.8268,0.8978,0.0048,346.0417,0.1803,0.01,0.0,2.458,0.3351,0.0055,0.0,0.0,38.4235,1.722,0.0
6946723,16198594,1175,2010-04-22 18:16:05,2010-01-19 13:29:32,42,0.05 - 0.14 µm,36.224,0.0,0.0072,0.0422,0.3164,0.43374,1.2032,0.3446,0.5901,0.0115,0.0042,0.398,0.049,0.35,3.62,0.0,0.9863,0.4629,5.7896,0.0,0.3857,0.01,0.473,1.0051,0.0,0.1279,0.0,0.0,4.2835,0.0,0.0
492499,3003367,1403,2012-02-20 11:58:00,2012-02-17 12:12:00,42,1.2 - 3.5 µm,53.664,2.8094,0.022,0.0001,0.0,0.29192,0.0028,0.2481,0.6205,0.0052,0.0,0.0,0.049,0.0,329.06,28.2838,0.38,2.1452,5.7896,6.2885,0.0072,0.01,1.106,0.0,0.2542,0.0744,0.0,0.7628,17.5552,0.0,1.032
12611339,7472954,1220,2011-06-15 01:27:49,2011-02-17 00:13:19,42,0.14 - 0.42 µm,22.487,1.508,0.0,0.1004,0.3197,0.26903,0.4807,0.1917,0.5901,0.028,0.0037,0.5,0.049,0.393,1169.01,28.2838,0.8268,0.0,0.0048,346.0417,0.0072,0.01,0.448,0.5567,0.0,0.0203,6.9127,0.7628,17.2289,0.0,0.0
14709616,6197476,1317,2012-02-16 19:49:14,2011-07-25 05:09:48,42,0.42 - 1.2 µm,9.167,1.5639,0.0126,0.0722,0.0,0.28245,4.7153,0.6608,0.0657,0.01,0.0006,0.274,0.0,0.065,472.42,0.0,5.7029,1.3736,5.7896,0.0,0.6179,0.388,1.66,3.5497,0.0,0.0431,5.0209,0.7628,52.138,6.9313,0.0
11328543,1418771,1047,2010-05-20 05:19:42,2010-03-06 13:46:32,42,1.2 - 3.5 µm,0.009,1.1181,0.0,0.143,0.1651,0.14591,0.882,0.202,0.0,0.0058,0.0,0.259,0.043,0.0,329.06,40.5025,0.7664,0.8978,13.1875,963.1297,0.3857,0.9,1.106,0.5037,0.1175,0.0373,3.304,0.7628,0.0,1.722,1.715
6028160,11891749,1220,2011-03-08 11:13:03,2012-02-17 12:12:00,42,0.42 - 1.2 µm,47.765,1.614,0.0,0.0001,0.0777,0.23698,5.2749,0.0006,0.1821,0.0003,0.0066,0.259,0.085,0.459,783.83,28.2838,0.0,4.2573,0.0048,346.0417,0.0072,0.388,4.48,0.0,0.0277,0.0431,0.0,4.6524,17.8726,1.032,1.01
10580499,6852649,1484,2012-02-20 11:58:00,2010-11-18 11:57:58,42,0.14 - 0.42 µm,0.009,1.4453,0.032,0.0595,0.0459,0.5758,1.8418,0.4456,0.5814,0.0153,0.0089,0.33,0.0,0.676,1077.36,28.2838,0.1842,1.8721,3.3054,346.0417,1.2377,0.388,1.106,2.1191,0.2073,0.0431,5.0209,0.0,67.0518,14.2136,1.02
1394467,13489063,1184,2010-05-29 11:29:49,2010-08-20 03:14:53,42,1.2 - 3.5 µm,19.866,0.0,0.0102,0.048,0.0,0.22967,1.9377,0.0847,0.5901,0.0101,0.0042,0.0,0.017,0.307,329.06,0.0,1.8085,0.6637,5.7896,346.0417,0.5488,0.01,0.0,1.0036,0.0,0.0567,4.4544,1.2091,0.0,1.722,0.715
1152180,3060086,1141,2011-06-21 08:23:21,2011-03-16 09:52:40,42,1.2 - 3.5 µm,0.009,0.7384,0.0396,0.0487,0.1939,0.7727,0.0028,0.0006,0.3926,0.0068,0.0042,0.434,0.049,0.307,329.06,28.2838,1.8027,1.632,0.0048,346.0417,0.0072,0.388,1.559,0.0,0.076,0.0,12.1322,0.7628,7.2238,0.0008,0.811
9525194,1233736,1340,2012-01-04 01:14:23,2010-05-24 03:44:07,42,1.2 - 3.5 µm,5.867,0.0,0.0102,0.0546,0.1406,0.39557,0.0028,0.328,0.5901,0.0145,0.0,0.259,0.049,0.307,1763.78,49.5229,1.8422,0.8978,7.5526,288.777,0.3857,1.145,3.859,0.5178,0.0,0.2878,5.0209,5.3338,0.0,1.5824,6.04
1733396,5664236,1106,2010-03-06 03:30:41,2011-02-17 00:13:19,42,0.42 - 1.2 µm,20.307,0.6076,0.0155,0.0698,0.1406,0.28245,8.2681,0.2811,1.014,0.0,0.0131,0.093,0.0,0.375,210.27,0.0,0.1943,4.3915,8.396,346.0417,0.6386,0.414,0.385,0.0,0.0,0.0431,0.0,0.0,0.0,1.8592,1.032
16278112,1819920,1469,2011-08-03 05:50:33,2011-02-17 00:13:19,42,0.14 - 0.42 µm,10.578,0.8602,0.0311,0.0484,0.0,0.07007,0.8168,0.0006,0.0,0.0,0.0335,0.0,0.049,0.816,329.06,5.8919,0.0,0.0,3.9333,1054.3771,0.3857,0.388,1.929,0.5178,0.076,0.0,5.0209,0.0393,5.3874,1.722,1.032
16703866,2847390,1157,2010-02-23 10:47:38,2010-09-25 04:11:48,42,0.14 - 0.42 µm,44.377,1.7526,0.022,0.0359,0.1406,0.19493,1.7547,0.1917,0.7485,0.0,0.0,0.0,0.0,0.139,358.91,76.8703,0.0,1.2142,5.7896,346.0417,0.0072,0.989,1.106,0.5178,0.0,0.0,2.7688,0.0,6.2324,0.3406,2.123
3402406,6909516,1220,2010-01-30 19:06:51,2010-08-14 16:36:28,42,0.14 - 0.42 µm,19.796,0.7401,0.0128,0.0001,0.0,0.4821,1.9377,0.044,0.9687,0.0101,0.0042,0.268,0.062,0.294,0.0,0.0,1.9263,1.124,5.7896,257.7634,0.0072,0.538,1.244,0.0,0.065,0.0114,0.0,1.9238,0.0,0.0,0.0
7355928,5815698,1102,2011-05-10 18:12:33,2011-03-31 01:04:33,42,1.2 - 3.5 µm,3.941,1.1181,0.022,0.0235,0.0235,0.00125,2.1232,0.1917,0.7878,0.0261,0.0042,0.517,0.0,0.472,0.0,0.0,1.4047,3.0013,0.0048,1328.2542,1.326,1.419,1.106,0.0,0.4113,0.0,0.0,0.4369,0.0,1.722,2.968
3444433,5599162,1142,2010-07-18 07:44:04,2011-09-26 14:51:08,42,0.05 - 0.14 µm,19.737,0.0,0.0056,0.0683,0.0103,0.31759,5.7265,0.1252,0.9136,0.017,0.0153,0.27,0.09,0.0,858.22,86.7241,0.2344,0.8978,0.0048,0.0,0.3857,0.01,0.0,0.0972,0.0459,0.0826,8.7034,0.0,6.2324,3.9509,0.483
15601901,7322907,1228,2011-08-02 12:12:27,2011-02-27 15:28:07,42,3.5 - 10 µm,72.669,1.1181,0.0,0.0546,0.3276,0.31385,2.0518,0.178,0.9407,0.0101,0.0042,0.505,0.065,0.307,0.0,0.0,0.0,2.9643,46.5073,346.0417,0.704,0.388,0.164,2.079,0.2517,0.0195,0.0,1.6449,7.6877,1.7601,0.323
2633027,770560,1357,2012-02-20 11:58:00,2011-06-27 10:28:31,42,0.14 - 0.42 µm,17.358,0.0,0.0986,0.0001,0.1406,0.20569,0.0028,0.1552,0.2546,0.0159,0.0,0.53,0.081,0.416,0.0,28.2838,0.0,0.0,5.7896,0.0,2.6836,0.01,1.106,0.5178,0.1403,0.0,21.768,0.0,46.8021,0.0,2.064
11778257,11958587,1189,2010-05-31 09:12:10,2010-10-23 07:28:20,42,0.42 - 1.2 µm,48.097,2.1475,0.0256,0.0669,0.2353,0.00125,1.9377,0.1917,0.8068,0.0252,0.0048,0.541,0.049,0.307,272.84,28.2838,0.8861,0.0,14.9399,1126.04,0.0072,0.388,0.902,0.9152,0.0,0.0423,8.7937,1.6879,7.9382,1.8037,1.186
15224210,13504247,1304,2011-07-06 07:07:18,2010-10-11 11:34:31,42,0.42 - 1.2 µm,56.523,0.4751,0.0407,0.0993,0.1406,0.28245,0.0028,0.1917,0.2862,0.0225,0.0189,0.0,0.127,0.0,0.0,42.9932,0.0,0.8978,0.0048,0.0,0.0072,0.863,1.106,0.0068,0.1875,0.1339,2.3428,0.7628,6.2324,12.1195,0.305
6323805,3496883,1165,2010-11-18 16:50:30,2010-04-12 05:34:47,42,1.2 - 3.5 µm,46.947,3.9874,0.022,0.0001,0.3723,0.28245,1.9377,0.0006,0.5901,0.0175,0.0139,0.0,0.13,0.14,329.06,28.2838,0.0,0.8978,10.8821,0.0,0.3857,1.314,1.106,0.299,0.112,0.0001,11.1089,2.134,6.2324,6.8221,0.129
6677159,5560322,1132,2010-02-06 06:39:13,2010-03-25 10:43:24,42,3.5 - 10 µm,17.358,1.1181,0.0256,0.0939,0.1406,0.17212,0.0306,0.1155,0.4639,0.0215,0.0141,0.259,0.082,0.508,605.89,0.0,0.1878,2.6926,15.4849,346.0417,0.0072,0.01,1.889,0.5178,0.076,0.0711,5.0209,0.3486,0.0,5.7781,1.404
7859809,12533839,1161,2010-06-11 09:21:09,2010-07-23 20:40:52,42,0.05 - 0.14 µm,61.268,1.0694,0.0213,0.0614,0.1406,0.5664,1.9377,0.0289,0.2863,0.0164,0.0045,0.349,0.01,0.171,329.06,7.5388,0.5987,1.0508,0.0048,0.0,0.0355,0.691,1.216,0.1445,0.0,0.0,13.1127,0.0,0.0,1.3199,1.202
15509693,10442748,1175,2010-04-06 06:01:28,2011-01-10 22:11:08,42,0.42 - 1.2 µm,15.128,2.3068,0.0,0.054,0.5675,0.39709,4.6535,0.1457,0.65,0.0016,0.0148,0.0,0.05,0.53,329.06,125.2517,0.6774,1.7591,0.3454,346.0417,0.1488,0.388,0.0,0.2064,0.1578,0.0976,5.0209,0.0,4.1245,1.722,0.777
11780141,16157506,1262,2012-01-01 16:03:54,2011-02-17 00:13:19,42,1.2 - 3.5 µm,11.037,1.1181,0.0187,0.0001,0.1688,0.25585,0.0028,0.5207,1.0258,0.0377,0.0042,0.165,0.188,0.515,0.0,28.2838,0.4121,7.0375,30.3269,501.4757,0.0072,1.225,1.106,1.0106,0.076,0.0,5.0209,0.0,38.8932,3.9498,0.0
1945106,139061,1139,2012-02-11 09:20:50,2011-02-17 00:13:19,42,1.2 - 3.5 µm,0.009,1.1141,0.0685,0.0546,0.1406,0.57504,0.0028,0.4824,0.0,0.0304,0.0132,0.215,0.092,0.76,134.78,0.0,0.182,0.0,0.0048,0.0,0.3857,0.01,0.0,0.0001,0.0,0.0431,4.3245,0.0,6.2324,1.722,0.881
3049607,9558065,1063,2010-01-11 16:32:44,2011-05-01 12:06:00,42,0.05 - 0.14 µm,24.452,1.5596,0.024,0.0984,0.0,0.22023,0.3883,0.2373,0.0,0.003,0.007,0.362,0.034,0.0,0.0,0.0,0.8268,0.7324,8.3059,889.6666,0.0072,0.165,0.292,0.0,0.07,0.1318,14.211,2.8004,6.2324,3.6381,0.0
11860436,3590008,1280,2010-09-02 21:41:11,2010-08-23 11:23:20,42,3.5 - 10 µm,17.358,1.4835,0.022,0.1838,0.0,0.29463,0.7767,0.0006,0.6992,0.0042,0.0051,0.0,0.119,0.402,326.77,28.2838,0.2983,3.0554,5.7896,86.7364,0.0096,0.528,0.755,0.0446,0.105,0.1829,13.9628,0.7628,0.0,4.3865,0.981
3269951,7872523,1271,2011-06-15 20:06:11,2010-04-17 04:55:20,42,0.14 - 0.42 µm,27.966,1.1181,0.0529,0.034,0.1725,0.5029,0.4929,0.0006,0.0,0.0109,0.0026,0.0,0.16,0.472,0.0,21.8253,0.0145,2.3035,14.1559,225.912,0.0072,0.612,0.0,1.5076,0.2459,0.0,13.7653,0.0,0.0,2.6443,0.0
11601511,13464665,1333,2012-01-19 04:28:24,2011-02-17 00:13:19,42,0.14 - 0.42 µm,17.358,1.1181,0.0304,0.0623,0.1406,0.28245,0.0028,0.1917,1.1163,0.0,0.0018,0.125,0.0,0.637,884.5,0.0,0.0,4.9322,5.7896,780.1289,0.7332,1.384,2.7,5.1683,0.2316,0.0,9.1582,0.0,10.6287,10.8876,0.0
1282201,12634001,1107,2010-01-12 23:58:46,2010-02-11 00:26:01,42,1.2 - 3.5 µm,17.358,1.806,0.0059,0.0766,0.0644,0.0758,2.3588,0.2332,0.3847,0.0,0.0017,0.0,0.015,0.172,430.91,0.0,0.0,1.5359,5.7896,0.0,0.4381,0.651,0.0,0.5178,0.0209,0.0324,0.0,0.0,1.1704,2.3351,0.0
7774340,1757909,1287,2011-05-25 07:14:04,2011-05-29 17:52:03,42,0.42 - 1.2 µm,67.197,0.0,0.022,0.0001,0.2152,0.28245,0.0383,0.1837,0.4216,0.0,0.034,0.0,0.12,0.3,920.83,55.8042,0.8268,0.8978,9.8366,0.0,1.5448,0.94,2.108,0.5178,0.001,0.0005,17.3738,0.0,29.5298,0.0,1.032
10986973,122430,1341,2011-08-31 21:23:27,2011-02-17 00:13:19,42,1.2 - 3.5 µm,42.082,1.06,0.0093,0.0485,0.0753,0.49202,3.5989,0.0006,0.5901,0.0247,0.0042,0.0,0.061,0.397,329.06,135.7853,2.2558,0.0,0.0048,346.0417,1.5252,0.388,0.871,2.8814,0.0,0.0431,5.0209,2.7974,4.2882,5.7568,0.0
5177628,15490681,1271,2012-01-07 10:58:21,2011-10-03 02:10:33,42,0.14 - 0.42 µm,39.868,1.1486,0.0,0.0546,0.1406,1.03832,0.0028,0.6004,0.0,0.0101,0.0116,0.0,0.235,1.005,0.0,100.6884,0.0,0.0,0.0048,0.0,0.0072,1.925,1.106,2.0446,0.1127,0.0431,0.0,7.4635,14.2177,6.1654,1.032
8365950,3492179,1037,2010-09-23 09:34:07,2011-07-23 10:01:34,42,3.5 - 10 µm,36.106,0.0654,0.022,0.0159,0.0549,0.28245,0.6504,0.0006,0.8907,0.0194,0.0108,0.205,0.022,0.041,329.06,28.2838,0.3656,0.6819,3.3412,0.0,0.0072,0.043,0.0,0.5178,0.0641,0.0,0.0,0.7628,6.2324,6.2983,1.032
901840,15389156,1102,2010-02-13 19:32:24,2011-01-02 11:55:04,42,1.2 - 3.5 µm,28.832,1.9858,0.0118,0.1207,0.048,0.81696,4.6236,0.4586,0.5901,0.0017,0.0042,0.0,0.036,0.307,0.0,13.091,0.6184,1.0962,2.112,0.0,0.1374,0.583,0.0,0.5178,0.0637,0.0431,5.0209,0.0,0.0,0.0,0.0
10601140,13337255,1401,2012-02-11 05:16:29,2012-02-17 12:12:00,42,1.2 - 3.5 µm,0.009,2.4545,0.0218,0.0001,0.1512,0.17767,0.0028,0.1917,0.0,0.0144,0.0,0.129,0.0,0.451,329.06,28.2838,0.034,5.4036,0.0048,346.0417,1.3849,0.388,0.0,0.5178,0.212,0.0,0.0,0.7628,6.2324,0.8261,1.032
75078,11507872,1220,2010-12-26 09:22:28,2010-11-01 14:02:31,42,3.5 - 10 µm,9.776,1.6765,0.0153,0.0708,0.0046,0.37498,1.9377,0.2126,0.1591,0.0002,0.0,0.586,0.0,0.428,329.06,28.2838,0.5784,0.2029,11.9765,0.0,0.3857,0.01,0.0,0.0,0.0743,0.0484,5.0209,0.0,6.2324,0.0,0.0
4128701,8505023,1220,2010-01-11 18:17:39,2010-01-22 02:33:40,42,0.42 - 1.2 µm,17.358,1.6228,0.0047,0.0855,0.1032,0.15515,1.9377,0.0201,1.0396,0.0107,0.0,0.152,0.049,0.0,576.29,0.0,0.7722,0.0,0.0048,667.0052,0.3857,0.01,1.445,0.0,0.0,0.0431,0.0,0.7628,0.0,0.0,1.032
15192464,5897251,1180,2011-03-17 01:50:19,2010-09-10 21:55:49,42,1.2 - 3.5 µm,68.497,0.9639,0.0304,0.0404,0.2128,0.28245,1.9377,0.1917,0.5795,0.0162,0.0,0.398,0.182,0.134,0.0,0.0,1.1059,2.5663,16.46,128.5306,0.6506,0.925,0.0,0.0,0.0831,0.0051,0.0,0.0,0.0,4.7867,0.0
3915152,7682446,1220,2012-02-20 11:58:00,2011-02-09 15:14:08,42,0.42 - 1.2 µm,61.599,1.1181,0.0031,0.0546,0.2755,0.56511,0.0513,0.2119,0.6552,0.0266,0.0,0.259,0.049,0.561,361.95,28.2838,1.736,0.8978,5.7896,257.4506,0.3857,1.257,0.0,0.0,0.0894,0.0,0.0,0.7628,0.0,0.0,0.0
4997817,4054082,1130,2010-09-08 04:42:55,2011-01-26 01:02:22,42,0.14 - 0.42 µm,40.297,2.6309,0.0,0.1168,0.159,0.0919,3.1149,0.168,0.3024,0.0186,0.0017,0.209,0.019,0.0,329.06,0.0,0.0,0.7936,16.1676,0.0,0.1434,0.033,0.591,0.0,0.0,0.0361,0.0,2.1896,6.2324,1.722,1.396
8095080,1949705,1262,2011-01-21 08:01:39,2011-12-19 07:35:00,42,1.2 - 3.5 µm,19.0,1.1181,0.0049,0.1608,0.0,0.09478,0.543,0.2429,0.5901,0.0101,0.0074,0.419,0.093,0.0,437.48,28.2838,2.5136,0.0,0.0048,448.0338,0.1311,0.388,2.189,0.5178,0.0,0.0279,0.0,6.7342,6.2324,1.7977,4.711
3448868,1486563,1024,2010-03-13 09:10:25,2011-02-17 00:13:19,42,0.05 - 0.14 µm,17.358,1.015,0.0432,0.0335,0.0,0.00125,2.4645,0.1153,0.3376,0.0194,0.0256,0.259,0.022,0.439,0.0,28.2838,0.9183,0.0,0.0048,0.0,0.3201,0.212,1.775,0.0484,0.0,0.0431,0.0,0.0,0.0,0.0,0.0
13685168,13218399,1093,2011-02-10 01:47:43,2011-04-27 12:39:10,42,1.2 - 3.5 µm,17.358,0.0,0.0553,0.0546,0.0525,0.86709,0.4697,0.2655,1.3388,0.0085,0.0177,0.041,0.017,0.707,146.09,0.0,0.877,1.2375,0.0048,0.0,0.0072,0.683,1.106,0.0,0.076,0.0016,0.0,0.7628,6.2324,1.722,1.251
14978765,5455547,1135,2010-12-08 03:02:14,2010-04-23 03:57:33,42,0.05 - 0.14 µm,12.152,0.0,0.0173,0.0808,0.2476,0.00125,0.0028,0.2927,0.6814,0.0,0.0267,0.306,0.046,0.307,781.87,3.5671,1.1628,0.0,24.9563,346.0417,0.3857,0.991,1.106,0.0872,0.1171,0.0,3.1487,0.0,0.0,1.722,0.721
256693,15658705,1270,2012-02-07 14:49:35,2011-06-10 03:22:46,42,1.2 - 3.5 µm,17.358,0.9326,0.0328,0.0001,0.0638,0.28245,1.9377,0.3667,0.9967,0.0,0.0033,0.288,0.0,0.649,329.06,28.2838,0.0,0.8978,0.0048,523.3668,0.3857,0.01,1.503,0.5178,0.6837,0.0042,5.0209,0.0,0.0,9.8005,1.032
13167546,2805449,1369,2011-09-06 06:12:23,2011-06-06 02:10:44,42,0.14 - 0.42 µm,28.644,0.0,0.0527,0.0153,0.3072,0.28245,1.9377,0.1917,1.6456,0.013,0.0,0.259,0.033,0.307,52.02,0.0,0.1874,2.4735,23.1213,308.3426,0.0072,0.388,1.692,0.0,0.0197,0.0431,5.498,2.8898,28.7573,0.871,0.756
3495356,14489463,1033,2011-05-08 08:25:36,2011-06-11 10:08:43,42,0.05 - 0.14 µm,17.358,2.1446,0.0356,0.0495,0.0644,0.46055,2.4684,0.0006,0.497,0.015,0.0,0.565,0.05,0.307,0.0,0.0,0.0,0.8978,23.9313,1787.6934,0.3857,0.01,1.377,0.5178,0.1858,0.0,13.5111,0.7628,0.0,0.7926,0.0
366770,10795701,1046,2010-05-13 13:45:03,2010-11-20 23:01:46,42,0.14 - 0.42 µm,30.305,2.3139,0.0289,0.1116,0.2975,0.28245,1.9377,0.0006,0.5901,0.0037,0.004,0.259,0.049,0.181,329.06,116.9914,0.8268,0.8978,0.0048,493.8817,0.5995,0.01,2.314,0.5178,0.1273,0.0,7.8155,0.0768,3.6757,1.4174,3.606
3519199,847483,1317,2012-02-19 08:00:23,2011-10-21 07:33:47,42,3.5 - 10 µm,44.811,1.1181,0.0582,0.0343,0.2318,0.83025,1.136,0.1793,0.0,0.0356,0.0,0.325,0.084,0.405,469.99,0.0,0.8268,0.8978,26.4577,346.0417,0.3857,0.754,1.106,0.5178,0.5863,0.0431,1.0186,2.9436,0.0,6.551,6.028
1729610,9356629,1113,2010-08-04 10:10:30,2011-01-12 12:54:27,42,0.14 - 0.42 µm,20.648,4.5445,0.0264,0.088,0.1695,0.48706,3.8467,0.3554,0.3356,0.0101,0.0,0.067,0.0,0.271,0.0,52.0941,1.1218,0.8978,5.1173,346.0417,0.4367,0.01,0.423,0.5178,0.076,0.0,5.0209,2.9391,9.9752,0.0,1.032
