No,Date/Time,Altitude [m],Size fraction,Mass v [µg/m**3],Na+ [µg/m**3],[NH4]+ [µg/m**3],K+ [µg/m**3],Mg2+ [µg/m**3],Ca2+ [µg/m**3],Cl- [µg/m**3],[NO3]- [µg/m**3],[SO4]2- [µg/m**3],[C2O4]2- [µg/m**3],Br- [µg/m**3],C org [µg/m**3],EC [µg/m**3],TC [µg/m**3],Ca [ng/m**3],Ti [ng/m**3],V [ng/m**3],Cr [ng/m**3],Mn [ng/m**3],Fe [ng/m**3],Ni [ng/m**3],Cu [ng/m**3],Zn [ng/m**3],Pb [ng/m**3],As [ng/m**3],Se [ng/m**3],Sr [ng/m**3],Rb [ng/m**3],Ba [ng/m**3],La [ng/m**3],Ce [ng/m**3],Duration,Date/time end
2515980,2010-04-26 11:10:19,42,0.14 - 0.42 µm,0.009,0.1609,0.0,0.165,0.0044,0.03989,1.4275,0.0788,0.4139,0.0,0.0,0.267,0.0,0.136,0.0,10.8673,0.0,0.8689,2.561,0.0,0.0072,0.01,2.01,0.1568,0.0,0.0006,1.1911,3.6996,0.0,0.9941,0.0,80830.0,2010-04-27 09:37:29
10477354,2012-01-17 02:29:48,42,3.5 - 10 µm,10.839,3.5022,0.0071,0.0148,0.0,0.23196,0.845,0.0281,3.4156,0.002,0.0,0.034,0.008,0.554,0.0,13.9841,0.0736,2.1744,3.7496,122.8238,0.1663,1.227,2.207,0.0,0.002,0.1035,24.5086,0.167,1.6754,7.6516,0.0,104194.0,2012-01-18 07:26:22
5285550,2012-01-02 02:00:19,42,0.14 - 0.42 µm,0.009,0.0067,0.0,0.002,0.0,0.06297,5.8899,0.041,1.2511,0.0064,0.0181,0.136,0.022,0.104,219.93,58.6468,0.0,0.7253,0.0048,0.0,0.0671,0.152,0.434,0.029,0.0,0.0026,4.6765,0.3989,0.0,0.0,3.272,81127.0,2012-01-03 00:32:26
16248121,2011-02-25 10:35:06,42,3.5 - 10 µm,2.494,3.5461,0.0068,0.342,0.541,0.06253,3.8674,0.0319,4.0246,0.0271,0.0,0.301,0.0,2.972,116.86,23.7413,0.0293,0.4027,0.0048,238.8775,0.0072,0.241,0.272,0.1963,0.0,0.0798,12.5839,1.6097,0.0,0.7551,0.0,57515.0,2011-02-26 02:33:41
2705359,2012-01-08 08:57:31,42,0.14 - 0.42 µm,39.305,0.0,0.0009,0.1388,0.0,0.04661,2.4103,0.054,0.9629,0.0134,0.0,0.006,0.0,0.098,1639.55,23.2212,2.7427,0.4706,0.0048,163.4302,3.5387,0.01,2.18,0.0,0.0321,0.0118,3.8874,3.8659,0.0,0.0,0.0,0.0,2012-01-08 08:57:31
14006645,2011-03-16 11:43:30,42,1.2 - 3.5 µm,7.644,10.2599,0.0,0.0001,0.0358,0.86098,18.6458,0.0006,3.3334,0.0,0.0019,0.131,0.018,0.0,0.0,86.3137,0.0935,4.705,2.2399,98.6341,0.0525,0.473,0.795,0.136,0.0,0.0479,8.8111,0.0,0.0,3.9276,0.0,100038.0,2011-03-17 15:30:48
11698881,2011-02-01 18:23:16,42,1.2 - 3.5 µm,4.152,0.0,0.0,0.1071,0.9488,1.18969,2.4989,0.0232,0.0,0.0194,0.0025,0.104,0.108,0.143,0.0,18.2845,1.4708,2.2956,1.2291,138.4396,0.3427,0.271,1.5,0.0,0.0,0.0312,2.9835,0.6383,0.0,0.2705,0.0,75976.0,2011-02-02 15:29:32
15176932,2012-02-20 11:58:00,42,0.14 - 0.42 µm,36.933,4.3394,0.009,0.0027,0.0171,0.25201,0.2526,0.0006,1.4306,0.0246,0.0,0.14,0.74,0.233,231.57,1445.1121,0.5039,0.8866,0.0048,175.5312,0.0072,0.334,1.888,0.104,0.1655,0.235,1.5839,0.3905,0.0,10.6685,0.0,112017.0,2012-02-21 19:04:57
12534772,2012-01-03 18:17:40,42,0.05 - 0.14 µm,38.834,0.1002,0.0157,0.0303,0.0,0.0417,4.2509,0.0006,0.0,0.0035,0.0175,0.0,0.023,0.746,177.95,26.8655,0.0438,0.1973,0.0048,65.0081,0.0072,0.387,0.831,0.0,0.0025,0.1063,13.2569,12.3552,0.0,0.5956,0.0,72030.0,2012-01-04 14:18:10
16063646,2010-01-11 16:30:00,42,0.42 - 1.2 µm,15.659,0.109,0.0,0.1196,0.1729,0.22335,3.2734,0.0006,1.45,0.1016,0.0027,0.072,0.048,0.193,91.13,0.0,0.0853,0.3861,0.0048,86.7814,0.0282,0.078,0.566,0.0,0.0164,0.0071,0.4493,0.3893,0.0,5.6744,0.252,84001.0,2010-01-12 15:50:01
9213111,2012-02-20 11:58:00,42,1.2 - 3.5 µm,12.467,0.0651,0.0,0.0001,0.0,0.00125,0.0028,0.0456,0.3144,0.0056,0.0,0.444,0.019,2.276,55.38,120.4128,0.0,3.4678,0.0048,382.7184,0.0072,0.114,0.623,0.272,0.0239,0.0003,2.6731,0.0,0.0,0.0,0.0,93132.0,2012-02-21 13:50:12
8541466,2010-02-09 21:56:49,42,0.42 - 1.2 µm,6.174,0.0811,0.0,0.0001,0.0,0.00549,2.4292,0.0006,1.0634,0.0145,0.0025,0.266,0.075,0.238,67.88,101.5349,0.5,0.733,0.0048,172.8213,0.0899,0.01,0.609,0.0,0.0,0.0412,16.4182,2.7508,0.8522,0.0,0.0,0.0,2010-02-09 21:56:49
85235,2011-02-23 19:26:26,42,0.05 - 0.14 µm,5.127,1.8947,0.0,0.0803,0.0066,2.3274,0.0541,0.0495,0.0,0.0,0.0,0.372,0.019,0.0,49.71,17.6178,0.0,0.3684,0.0048,31.5481,0.0072,0.826,0.0,0.2847,0.0598,0.0393,1.9728,0.5376,0.0,0.6155,0.0,12213.0,2011-02-23 22:49:59
7120793,2010-01-31 19:52:45,42,0.42 - 1.2 µm,13.81,0.0138,0.0151,0.0001,0.0856,0.75854,4.1664,0.2809,0.2526,0.0,0.0,0.0,0.116,0.0,300.74,15.4634,0.0,0.681,0.4589,44.3181,0.0072,0.01,0.405,1.9274,0.0484,0.0466,41.5933,0.3633,0.0,0.0,0.0,81809.0,2010-02-01 18:36:14
16048428,2012-02-20 11:58:00,42,0.14 - 0.42 µm,7.93,0.0834,0.0,0.1168,0.1383,0.16107,0.5887,0.4464,0.6245,0.0083,0.0,0.423,0.578,0.0,353.2,7.6269,0.0243,0.3873,0.0048,240.4176,0.0072,0.312,2.429,0.111,0.0,0.0,2.1254,0.5805,3.8945,11.4282,0.042,99755.0,2012-02-21 15:40:35
11895194,2012-01-20 09:12:51,42,0.05 - 0.14 µm,7.455,0.273,0.0314,0.0023,0.0,0.25502,3.1043,0.0419,0.3168,0.0288,0.0,0.048,0.138,0.036,89.53,90.1558,6.7421,0.8199,0.0048,161.8257,0.0072,0.201,1.074,0.0,0.0752,0.1859,4.3754,0.0,0.0,0.0,0.0,87304.0,2012-01-21 09:27:55
10386567,2011-02-01 18:33:03,42,0.42 - 1.2 µm,7.979,0.8244,0.0,0.0001,0.0,0.00125,0.712,0.0006,0.549,0.0006,0.0,0.0,0.106,0.177,670.26,0.0,0.0,0.2988,0.0048,0.0,1.5825,0.01,1.911,0.0752,0.0,0.0225,4.1849,10.1851,1.9276,0.0,0.459,73216.0,2011-02-02 14:53:19
5729112,2010-04-07 18:55:04,42,1.2 - 3.5 µm,10.364,0.2665,0.012,0.0001,0.0,0.06948,4.351,0.0301,0.7321,0.0098,0.0,0.226,0.024,0.158,944.21,0.0,0.0823,0.4077,0.0048,50.6292,0.0861,0.059,1.559,0.0,0.0,0.0787,10.79,0.3941,0.5295,0.0448,0.0,103988.0,2010-04-08 23:48:12
6462008,2010-02-01 11:59:48,42,1.2 - 3.5 µm,74.984,0.0,0.027,0.0603,0.0231,1.24355,2.0329,0.098,2.4007,0.0057,0.0014,0.787,0.0,0.202,21.7,5.4231,0.7906,5.3203,0.6723,1111.7455,0.0072,0.325,0.646,0.0499,0.0,0.0164,1.4583,6.5056,0.0,0.5288,0.0,93227.0,2010-02-02 13:53:35
454432,2011-04-05 00:29:26,42,0.14 - 0.42 µm,14.408,0.0,0.0,0.0001,0.0,0.00125,0.0114,0.1059,0.8822,0.0059,0.0,0.095,0.027,0.163,100.66,112.5686,0.0,0.4424,0.3398,10.9428,0.8984,0.01,3.206,24.5158,0.0618,0.0119,9.4162,0.2376,0.0,0.0,0.0,98580.0,2011-04-06 03:52:26
8615578,2010-03-20 06:53:39,42,0.42 - 1.2 µm,11.871,0.0,0.0,0.0137,0.2693,0.3129,0.4682,0.0079,0.2643,0.0062,0.0,0.228,0.016,0.341,0.0,1.3531,0.3776,2.9951,3.1433,0.0,0.0072,0.105,0.625,0.0,0.025,0.0126,0.4863,0.3823,0.0,0.1031,0.0,90303.0,2010-03-21 07:58:42
648163,2011-12-25 17:27:37,42,0.14 - 0.42 µm,14.17,0.0,0.013,0.0634,0.017,1.37882,0.7441,0.0006,1.0801,0.0046,0.0,0.08,0.01,1.606,234.9,9.3497,0.0,0.0166,0.406,56.2027,0.0072,0.01,3.193,0.4218,0.0,0.0209,3.5909,0.2686,0.0,0.0,0.032,73256.0,2011-12-26 13:48:33
4412859,2010-01-13 12:45:23,42,0.05 - 0.14 µm,8.232,0.0,0.0,0.0001,0.1473,0.07428,2.5454,0.0028,0.0,0.0031,0.0006,0.053,0.045,1.135,0.0,5.0877,0.2936,0.1431,0.4928,0.0,0.4318,0.204,1.552,0.3064,2.4337,0.0266,0.5656,0.0,1.1263,1.3207,0.0,95239.0,2010-01-14 15:12:42
8621012,2012-02-20 11:58:00,42,3.5 - 10 µm,2.656,0.2942,0.0,0.0599,0.0,0.13247,0.4728,0.0119,0.6066,0.063,0.0,0.196,0.161,0.141,1560.71,15.2639,0.0,0.5192,0.4785,0.0,0.0072,0.198,1.921,0.0,0.0,0.1659,3.0581,0.4952,0.2769,0.0,0.088,96021.0,2012-02-21 14:38:21
3354738,2012-02-04 15:46:06,42,0.05 - 0.14 µm,8.237,0.1227,0.0188,0.1143,0.4248,0.49031,0.8689,0.0577,0.3941,0.004,0.0,0.0,0.0,0.518,272.65,0.0,0.0978,0.1593,0.0048,101.7529,0.0072,0.141,1.71,0.0,0.0591,0.061,3.2209,0.2904,0.0,1.1102,0.0,0.0,2012-02-04 15:46:06
3282178,2011-12-31 05:35:59,42,0.05 - 0.14 µm,11.541,0.0,0.0093,0.0075,0.0492,0.00125,2.2241,0.4953,4.6135,0.0076,0.0,0.049,0.0,0.876,1066.5,19.9466,21.1361,0.9689,0.0048,23.1241,0.0415,0.332,0.0,0.4133,0.0388,0.0036,170.0647,2.8036,0.0,0.0908,0.0,1063.0,2011-12-31 05:53:42
5499901,2010-04-29 19:32:42,42,1.2 - 3.5 µm,3.125,0.3312,0.0,0.0008,0.0,0.01712,1.0748,0.0006,1.1451,0.0001,0.0,0.053,0.0,0.242,11.89,151.2623,0.7947,0.0657,0.4597,80.3388,0.0072,0.391,0.146,0.0,0.0379,0.0324,175.998,2.8891,0.0,0.2824,0.0,0.0,2010-04-29 19:32:42
8178206,2011-01-16 22:28:59,42,3.5 - 10 µm,13.042,0.9489,0.068,0.4543,0.0385,0.05903,1.8745,1.068,0.2357,0.0,0.0,0.0,0.0,0.249,270.34,0.0,0.297,0.6795,0.0048,0.0,0.0072,1.008,0.331,0.0203,0.0,0.0013,4.5133,0.7187,0.0,0.3718,0.0,0.0,2011-01-16 22:28:59
6559089,2010-12-12 09:54:15,42,3.5 - 10 µm,7.138,0.3044,0.1633,0.0024,0.0,0.13184,5.399,0.0933,0.393,0.0,0.0,0.065,0.008,0.28,0.0,6.8666,0.4036,0.0,0.0048,48.7436,0.2486,0.243,0.547,0.0,0.2001,0.0165,16.8234,0.1712,2.3431,4.3032,0.0,93122.0,2010-12-13 11:46:17
4745597,2012-02-20 11:58:00,42,0.14 - 0.42 µm,0.009,1.9574,0.0,0.0096,0.0218,0.03729,0.0028,0.2562,1.2443,0.0342,0.0,0.006,0.012,0.184,186.21,2.8287,0.0,0.8881,2.8071,273.8113,0.0686,0.332,1.35,0.0,0.0,0.0509,2.9991,0.7045,0.0,1.1715,0.0,96269.0,2012-02-21 14:42:29
13832604,2011-02-05 21:52:41,42,0.14 - 0.42 µm,81.097,0.0691,0.0001,0.0137,0.0,1.2836,5.9287,0.0006,1.7855,0.0924,0.0,0.026,0.008,0.009,265.46,3.2196,0.0,0.3626,0.0048,250.7444,0.0072,0.15,1.427,0.0,0.0,0.0494,16.3344,0.0,0.0,0.0,0.0,80137.0,2011-02-06 20:08:18
1025466,2012-02-20 11:58:00,42,3.5 - 10 µm,2.049,7.5393,0.0085,0.0653,0.0,0.11099,0.4836,0.021,1.0088,0.0277,0.0039,0.161,0.093,0.212,99.17,9.9509,0.0,0.8374,0.0048,58.3655,0.1142,0.067,2.86,0.0,0.0,0.0182,4.0076,2.9239,1.3233,0.0,0.0,0.0,2012-02-20 11:58:00
4144065,2010-01-29 05:12:35,42,0.05 - 0.14 µm,0.009,0.77,0.007,0.1303,0.0,2.3388,0.1052,0.0829,1.5222,0.0151,0.0,0.198,0.128,0.322,370.15,73.7547,0.4396,0.0,0.0048,153.6888,0.0229,0.153,1.168,0.0,0.0,0.009,0.0,0.4348,0.7235,0.6399,0.0,88834.0,2010-01-30 05:53:09
5015701,2010-02-24 22:54:39,42,1.2 - 3.5 µm,5.131,1.1644,0.022,0.3361,0.1422,0.10213,0.0028,0.0171,0.185,0.0074,0.0,0.0,0.022,0.114,43.75,91.1483,0.3763,0.7794,1.7011,77.879,0.0413,1.344,4.111,0.0,0.0708,0.03,37.5741,0.152,0.0,8.5928,0.103,88129.0,2010-02-25 23:23:28
16174157,2010-01-20 08:10:48,42,3.5 - 10 µm,72.887,2.4086,0.0021,0.0001,0.0,0.21255,0.2632,0.048,0.4808,0.0176,0.0,0.342,0.014,0.0,222.6,89.8289,0.6206,0.0,0.1157,275.9715,0.0072,0.357,0.799,0.0,2.3192,0.0412,1.6949,0.1366,0.0,7.6193,0.0,95569.0,2010-01-21 10:43:37
8591651,2011-11-30 16:59:06,42,0.14 - 0.42 µm,66.821,0.0,0.0053,0.1135,0.033,0.65945,1.1149,0.0354,0.563,0.0024,0.0,0.174,0.132,1.18,59.79,0.0,1.8943,0.7363,0.0048,165.5469,0.6726,0.314,0.0,0.6992,0.0075,0.0158,1.7417,0.4861,0.0,7.6766,1.772,76743.0,2011-12-01 14:18:09
7172272,2011-03-26 14:40:24,42,0.42 - 1.2 µm,3.928,0.349,0.0,0.0001,0.0173,0.00125,7.5334,0.0183,1.1827,0.0,0.0378,0.482,0.141,0.099,279.04,7.7916,0.0,0.7354,0.3026,191.2379,2.2172,0.357,0.392,0.0,0.0,0.0313,168.5871,0.0489,0.0,0.5316,0.0,0.0,2011-03-26 14:40:24
8520832,2010-02-25 17:47:50,42,0.42 - 1.2 µm,8.296,0.0,0.0028,0.0203,0.795,0.00865,6.7893,0.0634,2.2944,0.072,0.0,0.047,0.082,0.186,0.0,0.0,0.0,0.6531,0.0048,0.0,0.1105,2.319,0.647,0.0,0.0308,0.0095,1.2032,0.3104,3.0158,0.2458,0.0,87550.0,2010-02-26 18:07:00
621781,2010-03-31 00:08:40,42,3.5 - 10 µm,5.542,0.3161,0.0,0.0896,0.0517,0.51905,4.4576,0.0661,0.615,0.0468,0.0004,1.32,0.015,0.122,57.31,0.0,0.0941,0.6646,19.2376,23.5786,0.0072,0.115,0.869,0.0,0.0,0.0109,1.6667,0.1892,0.0,22.0973,0.0,0.0,2010-03-31 00:08:40
8581044,2012-01-28 13:37:01,42,3.5 - 10 µm,6.668,0.2646,0.1027,0.0001,0.0,0.68175,0.338,0.4468,1.6262,0.0,0.0,0.0,0.59,0.21,118.34,90.2263,0.0,0.3853,0.0048,23.2411,0.3143,0.399,3.733,0.0,0.1052,0.0,10.8032,11.2424,0.7204,7.3172,0.0,0.0,2012-01-28 13:37:01
15560003,2010-03-24 08:38:36,42,0.42 - 1.2 µm,60.155,0.0147,0.0042,0.0001,0.0,0.60969,0.1231,0.0608,3.0273,0.0238,0.0,0.103,0.0,1.407,2081.14,0.0,0.2324,0.1935,0.0048,2.5492,0.3643,0.328,0.115,0.0147,0.0713,0.0065,3.7496,3.9358,0.0,0.0,0.0,73782.0,2010-03-25 05:08:18
16168016,2010-03-16 15:28:40,42,3.5 - 10 µm,7.051,0.3987,0.0061,0.0605,0.0,0.05308,5.0104,0.381,0.3625,0.0066,0.0,0.392,0.074,0.127,166.6,5.6174,0.1328,3.4311,0.1252,362.9245,0.0072,0.095,3.157,0.0,0.0549,0.0251,13.3873,0.2435,0.0,0.0,0.0,201324.0,2010-03-18 23:24:04
2533122,2012-02-20 11:58:00,42,1.2 - 3.5 µm,25.205,0.2091,0.0,0.0707,0.0046,0.07793,0.8609,0.0698,0.6887,0.006,0.0,0.183,0.0,1.453,0.0,0.0,0.0,0.0,0.0048,0.0,0.1559,0.01,7.703,0.1261,0.0,0.0435,3.7056,0.3266,2.0706,0.977,0.0,98088.0,2012-02-21 15:12:48
5836598,2010-01-31 20:10:15,42,0.05 - 0.14 µm,22.398,0.0,0.0023,0.0308,0.9405,0.11037,3.2678,0.0998,3.3082,0.0078,0.001,0.253,0.022,0.225,0.0,71.1669,0.4812,0.3212,0.0048,98.1671,0.092,0.121,0.542,0.0,0.0142,0.0017,1.6251,3.2953,0.7488,3.0695,0.0,82090.0,2010-02-01 18:58:25
6667005,2012-02-19 17:22:50,42,1.2 - 3.5 µm,9.794,1.8612,0.0073,0.0515,1.0732,0.00356,0.9454,0.5805,0.2004,0.0089,0.0,0.846,0.131,0.078,0.0,13.6843,0.0,0.0,1.8913,106.2967,0.5965,0.387,0.466,0.0,0.0,0.0009,2.0997,0.406,0.0,8.4246,0.0,261180.0,2012-02-22 17:55:50
12786241,2010-02-20 15:29:00,42,1.2 - 3.5 µm,6.733,2.989,0.0085,0.0274,0.0374,0.00125,2.3185,0.3024,0.7563,0.0002,0.0,0.163,0.0,0.083,0.0,160.2446,0.5118,0.5154,0.0048,376.8994,0.232,0.283,1.001,0.0151,0.0558,0.0198,4.5174,0.0421,0.0,0.0,0.0,17995.0,2010-02-20 20:28:55
713334,2010-05-31 23:45:06,42,0.42 - 1.2 µm,5.489,0.0815,0.0,0.0001,0.042,0.14197,0.0483,0.0083,0.324,0.0014,0.0,0.203,0.099,0.577,884.17,235.0955,0.3401,0.2797,0.0048,199.4472,0.4226,0.99,4.187,0.0,0.0,0.0305,35.2753,0.4456,0.0,0.5177,0.0,91565.0,2010-06-02 01:11:11
10851405,2010-12-10 20:41:45,42,0.05 - 0.14 µm,2.247,0.0,0.0,0.0139,0.0791,0.00125,0.1376,0.0744,0.4502,0.0047,0.002,0.531,0.05,0.18,40.55,17.5746,0.0946,0.8394,0.0048,0.0,0.0072,0.225,1.707,0.0,0.0142,0.1816,0.9563,0.1933,0.0,0.5163,0.0,70700.0,2010-12-11 16:20:05
552487,2012-02-17 03:58:44,42,3.5 - 10 µm,0.009,1.9467,0.0829,0.0513,0.0,1.64657,0.2712,0.0699,0.1983,0.0054,0.0,0.0,0.016,0.349,77.35,111.8808,0.0,0.0309,0.0048,233.2916,0.0072,0.323,2.546,0.0,0.0012,0.0028,1.4646,3.8412,0.0,0.0,0.0,91534.0,2012-02-18 05:24:18
461296,2010-04-14 18:20:44,42,0.05 - 0.14 µm,12.016,0.499,0.0259,0.0176,0.0,1.52319,2.3291,0.0496,0.9239,0.0016,0.0,0.0,0.019,0.149,109.59,0.0,0.0,0.5972,0.0048,0.0,0.0072,0.024,1.846,0.5977,0.0411,0.0,3.681,0.1699,0.0,0.0849,0.0,87765.0,2010-04-15 18:43:29
11142222,2010-03-09 04:04:55,42,3.5 - 10 µm,5.3,8.035,0.0,0.011,0.0336,0.00125,2.9411,0.1944,1.0863,0.0034,0.0019,0.066,0.021,0.085,204.54,37.3064,0.0,2.7688,0.0048,0.0,0.2049,2.461,1.056,0.3728,0.0098,0.0,1.2819,2.3257,0.0,0.3897,0.0,97251.0,2010-03-10 07:05:46
9586584,2010-04-27 13:05:46,42,3.5 - 10 µm,62.948,0.0,0.0142,0.0388,0.0082,0.82282,2.7817,0.0006,1.4593,0.0,0.0,0.118,0.066,0.265,215.27,0.0,1.6591,0.8957,0.1163,183.9267,0.084,0.363,1.852,0.0,0.0,0.0,2.0985,0.3696,0.0,1.1515,0.0,102592.0,2010-04-28 17:35:38
12633274,2011-03-14 20:50:26,42,0.14 - 0.42 µm,67.756,0.5656,0.0,0.0093,0.0056,0.00125,7.2637,0.0887,0.0,0.0142,0.0033,0.0,0.056,0.17,1309.0,15.0863,0.1544,0.0,0.0241,19.1417,0.058,0.089,0.809,0.0,0.3975,0.0007,31.8116,0.5431,0.0,0.6638,0.0,78535.0,2011-03-15 18:39:21
16260589,2010-03-03 06:57:19,42,1.2 - 3.5 µm,38.795,0.0,0.0323,0.0009,1.5223,0.08939,0.0028,0.4787,1.1354,0.0154,0.0136,0.186,0.002,0.306,39.46,442.2159,0.5196,0.1427,0.0048,49.1513,0.0072,0.206,0.773,0.0584,0.0,0.0,25.3549,0.3652,0.0,5.3093,0.119,0.0,2010-03-03 06:57:19
14309485,2011-12-30 21:09:00,42,3.5 - 10 µm,71.864,0.0,0.0504,0.3221,0.2231,0.00125,3.8873,0.4602,3.3414,0.0081,0.0,0.094,0.015,0.038,179.07,33.7071,0.0,0.4932,2.8231,0.0,0.0072,0.134,0.407,0.0,0.0984,0.0032,1.9332,0.3305,0.2291,2.1225,0.322,226955.0,2012-01-02 12:11:35
3914428,2010-01-11 16:30:00,42,0.05 - 0.14 µm,9.996,0.0,0.0143,0.012,0.0,0.09929,3.5415,0.0455,0.0,0.0042,0.0,0.068,0.185,1.012,0.0,1.2459,0.0,0.0,0.0048,0.0,0.0072,0.819,1.7,0.0345,0.0,0.0238,2.945,0.1831,0.0,0.6024,0.059,0.0,2010-01-11 16:30:00
15361732,2012-02-20 11:58:00,42,3.5 - 10 µm,117.644,5.8119,0.0293,0.0896,0.0132,0.16487,2.3944,1.4098,0.0606,0.0,0.0001,0.007,0.078,1.208,0.0,6.8768,0.2954,0.6723,0.4604,0.0,0.1243,0.185,1.001,0.287,1.9697,0.0068,1.7822,0.6295,0.0,106.927,0.0,79810.0,2012-02-21 10:08:10
11593631,2010-02-15 18:31:45,42,0.14 - 0.42 µm,6.051,0.0,0.0035,0.0125,0.0,0.04178,1.0008,0.0006,0.0746,0.0399,0.0006,1.187,0.036,0.198,0.0,8.4264,0.0,0.0709,0.0048,100.3034,0.0072,0.01,2.842,8.9306,0.0,0.0579,2.409,0.0,0.0,0.6596,0.0,0.0,2010-02-15 18:31:45
4309820,2012-01-01 13:30:59,42,0.14 - 0.42 µm,31.738,1.2343,0.0098,0.0566,0.0088,0.01339,0.4794,0.0469,0.3614,0.0728,0.0,0.201,0.079,0.211,78.36,6.2569,0.0025,0.5824,0.0048,111.8803,0.122,0.071,0.818,0.0453,0.0022,0.0985,2.6266,0.6087,0.0,10.7972,0.128,0.0,2012-01-01 13:30:59
13539083,2010-01-11 16:30:00,42,0.05 - 0.14 µm,3.304,0.1505,0.0324,0.1984,0.0769,0.26752,2.3559,0.1004,2.9172,0.0052,0.0026,0.665,0.311,0.083,0.0,32.571,0.0381,5.236,0.0048,248.8283,0.2561,0.344,1.352,0.0,0.0684,0.0059,2.7274,0.0,0.0,8.0025,0.0,80260.0,2010-01-12 14:47:40
881503,2012-01-14 04:02:10,42,0.42 - 1.2 µm,9.607,0.0,0.0,0.1013,0.0208,0.00125,1.2206,0.1962,2.7035,0.0062,0.0015,0.111,0.036,0.175,2076.15,56.2046,0.0,1.7814,0.0048,182.8477,0.5695,0.402,1.273,0.337,0.0,0.0441,1.4549,0.7001,0.0,5.3671,0.0,102599.0,2012-01-15 08:32:09
11089515,2010-11-30 07:51:06,42,0.42 - 1.2 µm,8.501,1.2036,0.0,0.1017,0.0,0.09974,3.4992,0.0258,1.3412,0.0352,0.0,0.293,0.374,1.131,24.8,1.5298,0.0,2.1189,0.0048,276.1645,0.0072,1.033,0.786,0.0,0.0,0.0138,10.9554,2.6541,0.0,3.8065,0.0,43401.0,2010-11-30 19:54:27
6918712,2010-01-14 15:32:57,42,0.05 - 0.14 µm,40.476,0.2176,0.0,0.0448,0.0,0.06221,3.1261,0.0571,0.0,0.0166,0.002,0.0,0.0,0.893,2290.89,10.8969,0.243,0.2377,0.0048,68.5422,0.0072,0.333,1.765,0.0,0.0485,0.0381,4.8309,0.8132,0.0,0.7497,0.0,82938.0,2010-01-15 14:35:15
16043565,2010-01-21 09:56:19,42,0.14 - 0.42 µm,11.033,0.056,0.0638,0.0149,0.1031,0.15105,2.3955,0.0727,2.3813,0.0066,0.0,1.201,0.0,0.0,0.0,7.432,0.4666,0.0,1.227,0.0,0.0072,0.01,0.425,0.0,0.0375,0.0336,175.998,0.6538,3.4625,0.7672,0.0,91843.0,2010-01-22 11:27:02
14817258,2012-02-20 11:58:00,42,1.2 - 3.5 µm,41.051,0.2633,0.0123,0.3392,0.3866,0.10425,2.1879,0.0006,1.1575,0.0064,0.0016,0.01,0.0,0.102,4.3,3.8383,0.533,0.099,0.0048,0.0,0.1604,0.19,0.775,0.1827,0.0,0.011,13.193,0.6492,0.0,9.1293,0.339,20912.0,2012-02-20 17:46:32
9498468,2010-01-11 16:30:00,42,0.14 - 0.42 µm,4.253,1.8055,0.0,0.1305,0.5082,0.56153,0.4569,0.0006,1.176,0.0047,0.0,0.471,0.017,0.295,0.0,6.5565,0.4435,0.5927,1.9181,156.8567,0.678,0.413,0.413,0.3336,0.0123,0.0073,9.2745,0.3935,0.0,0.8573,0.0,21443.0,2010-01-11 22:27:23
2469926,2010-04-13 16:52:52,42,0.14 - 0.42 µm,2.944,0.1804,0.0085,0.0271,0.0146,0.56279,0.3008,0.6411,0.5061,0.0147,0.0,0.026,0.023,0.226,215.63,11.4649,0.3281,0.7447,0.0048,194.6652,0.0072,0.169,0.971,0.0,0.0346,0.1225,0.0,0.397,0.022,1.5989,0.0,88626.0,2010-04-14 17:29:58
9793557,2010-01-26 07:27:00,42,3.5 - 10 µm,8.694,1.0474,0.0,0.0001,0.0,0.44386,2.8359,0.0006,0.0598,0.0216,0.0,0.055,0.085,0.214,194.11,9.4257,0.0,0.1582,0.0048,19.356,0.1151,0.113,0.596,1.9384,0.0346,0.0,39.3853,0.5312,0.0,0.5005,0.0,261180.0,2010-01-29 08:00:00
13425119,2010-01-11 16:30:00,42,0.42 - 1.2 µm,8.768,0.0,0.0183,0.4543,0.0224,0.57191,0.6264,0.0602,2.2768,0.0,0.0,0.0,0.0,2.464,0.0,382.2473,0.0,0.4665,0.0048,2475.1857,0.0072,0.417,1.177,0.2605,0.081,0.0234,1.8631,0.3464,0.0,1.2306,0.011,69982.0,2010-01-12 11:56:22
5699673,2012-01-22 05:06:18,42,1.2 - 3.5 µm,10.51,0.1041,0.0,0.0917,0.0068,0.2837,2.6679,0.0006,3.5804,0.0,0.0044,0.342,0.006,0.254,116.94,254.9796,0.0,0.0,2.028,0.0,0.0072,0.325,0.495,0.2837,0.1066,0.0349,0.0,0.2598,2.2975,0.4158,0.0,0.0,2012-01-22 05:06:18
977571,2010-05-21 16:34:42,42,3.5 - 10 µm,2.111,2.1109,0.0,0.1225,0.0,0.05959,3.7711,0.0139,1.3127,0.0,0.0,0.1,0.113,0.231,0.0,9.6564,0.4079,0.6717,2.2337,661.3443,0.909,0.157,1.454,0.3111,0.0,0.1953,12.6543,0.0,0.0,1.2293,0.0,81365.0,2010-05-22 15:10:47
